condition,observable,time,value
cond_il6_1,pSTAT1,74.0,0.02851931077295002
cond_il6_1,pSTAT1,75.0,0.028363713248825948
cond_il6_1,pSTAT1,76.0,0.028241521141685003
cond_il6_1,pSTAT1,77.0,0.028149733470571977
cond_il6_1,pSTAT1,78.0,0.028085550915337088
cond_il6_1,pSTAT1,79.0,0.028046361326089137
cond_il6_1,pSTAT1,80.0,0.02802972654657517
cond_il6_1,pSTAT1,81.0,0.0280333704513388
cond_il6_1,pSTAT1,82.0,0.028055168106184792
cond_il6_1,pSTAT1,83.0,0.028093135954267812
cond_il6_1,pSTAT1,84.0,0.028145422935503126
cond_il6_1,pSTAT1,85.0,0.028210302447509855
cond_il6_1,pSTAT1,86.0,0.02828616506212714
cond_il6_1,pSTAT1,87.0,0.028371511921954508
cond_il6_1,pSTAT1,88.0,0.02846494868044667
cond_il6_1,pSTAT1,89.0,0.028565180017351845
cond_il6_1,pSTAT1,90.0,0.028671004591169984
cond_il6_1,pSTAT3,0.0,0.0
cond_il6_1,pSTAT3,1.0,0.00034095442815523477
cond_il6_1,pSTAT3,2.0,0.0038357491056475648
cond_il6_1,pSTAT3,3.0,0.014030451008698888
cond_il6_1,pSTAT3,4.0,0.03269041713163518
cond_il6_1,pSTAT3,5.0,0.05981988263767393
cond_il6_1,pSTAT3,6.0,0.09432127019852891
cond_il6_1,pSTAT3,7.0,0.13459543825055387
cond_il6_1,pSTAT3,8.0,0.17893669824052005
cond_il6_1,pSTAT3,9.0,0.22574240631037087
cond_il6_1,pSTAT3,10.0,0.2736005442173429
cond_il6_1,pSTAT3,11.0,0.3213125480281004
cond_il6_1,pSTAT3,12.0,0.367886405249407
cond_il6_1,pSTAT3,13.0,0.4125175086448299
cond_il6_1,pSTAT3,14.0,0.45456541497723074
cond_il6_1,pSTAT3,15.0,0.4935303000660902
cond_il6_1,pSTAT3,16.0,0.5290309396195667
cond_il6_1,pSTAT3,17.0,0.5607852314014606
cond_il6_1,pSTAT3,18.0,0.5885940088125688
cond_il6_1,pSTAT3,19.0,0.6123288215695788
cond_il6_1,pSTAT3,20.0,0.6319241879519689
cond_il6_1,pSTAT3,21.0,0.6473743071748695
cond_il6_1,pSTAT3,22.0,0.6587332675468228
cond_il6_1,pSTAT3,23.0,0.6661166549983002
cond_il6_1,pSTAT3,24.0,0.6697017878456406
cond_il6_1,pSTAT3,25.0,0.6697241852897287
cond_il6_1,pSTAT3,26.0,0.666469302338892
cond_il6_1,pSTAT3,27.0,0.6602602748731028
cond_il6_1,pSTAT3,28.0,0.6514435364683592
cond_il6_1,pSTAT3,29.0,0.6403743688331365
cond_il6_1,pSTAT3,30.0,0.627403998818102
cond_il6_1,pSTAT3,31.0,0.6128691918933392
cond_il6_1,pSTAT3,32.0,0.5970846927930854
cond_il6_1,pSTAT3,33.0,0.5803384214742168
cond_il6_1,pSTAT3,34.0,0.562889051434243
cond_il6_1,pSTAT3,35.0,0.5449654596721876
cond_il6_1,pSTAT3,36.0,0.5267675155731066
cond_il6_1,pSTAT3,37.0,0.5084677341703447
cond_il6_1,pSTAT3,38.0,0.49021341551152164
cond_il6_1,pSTAT3,39.0,0.4721289970664414
cond_il6_1,pSTAT3,40.0,0.45431843718982107
cond_il6_1,pSTAT3,41.0,0.4368675179832189
cond_il6_1,pSTAT3,42.0,0.41984600542995804
cond_il6_1,pSTAT3,43.0,0.4033096370651657
cond_il6_1,pSTAT3,44.0,0.3873019274590994
cond_il6_1,pSTAT3,45.0,0.3718557935221439
cond_il6_1,pSTAT3,46.0,0.3569950081033039
cond_il6_1,pSTAT3,47.0,0.3427354935456637
cond_il6_1,pSTAT3,48.0,0.32908646821287013
cond_il6_1,pSTAT3,49.0,0.3160514591252167
cond_il6_1,pSTAT3,50.0,0.3036291938930811
cond_il6_1,pSTAT3,51.0,0.2918143832999042
cond_il6_1,pSTAT3,52.0,0.280598406679878
cond_il6_1,pSTAT3,53.0,0.2699699099151047
cond_il6_1,pSTAT3,54.0,0.25991532573043324
cond_il6_1,pSTAT3,55.0,0.25041932482849605
cond_il6_1,pSTAT3,56.0,0.2414652056867449
cond_il6_1,pSTAT3,57.0,0.23303523004411777
cond_il6_1,pSTAT3,58.0,0.22511091041931205
cond_il6_1,pSTAT3,59.0,0.21767325534549067
cond_il6_1,pSTAT3,60.0,0.21070297743339203
cond_il6_1,pSTAT3,61.0,0.20418066883258099
cond_il6_1,pSTAT3,62.0,0.19808694817604883
cond_il6_1,pSTAT3,63.0,0.19240258265319973
cond_il6_1,pSTAT3,64.0,0.1871085884574079
cond_il6_1,pSTAT3,65.0,0.1821863124942066
cond_il6_1,pSTAT3,66.0,0.17761749791117032
cond_il6_1,pSTAT3,67.0,0.17338433568444664
cond_il6_1,pSTAT3,68.0,0.16946950441511
cond_il6_1,pSTAT3,69.0,0.16585619989256167
cond_il6_1,pSTAT3,70.0,0.16252815596332634
cond_il6_1,pSTAT3,71.0,0.15946965842845887
cond_il6_1,pSTAT3,72.0,0.15666555273508612
cond_il6_1,pSTAT3,73.0,0.15410124673645734
cond_il6_1,pSTAT3,74.0,0.1517627093546197
cond_il6_1,pSTAT3,75.0,0.14963646592222696
cond_il6_1,pSTAT3,76.0,0.1477095908890527
cond_il6_1,pSTAT3,77.0,0.1459696984501951
