observableId	simulationConditionId	time	measurement	noiseParameters	replicateId
obs_total_pS3	cond_il6_10_il10_10	30	0.9507175504991012	sigma_pSTAT3	Exp7
obs_total_pS3	cond_il6_10_il10_10	30	0.7879395930977261	sigma_pSTAT3	Exp8
obs_total_pS3	cond_il6_10_il10_10	30	1.1444821238127934	sigma_pSTAT3	Exp9
obs_total_pS3	cond_il6_10_il10_10	45	0.5395012937617817	sigma_pSTAT3	Exp7
obs_total_pS3	cond_il6_10_il10_10	45	1.0052783875445594	sigma_pSTAT3	Exp8
obs_total_pS3	cond_il6_10_il10_10	45	0.2727693352284095	sigma_pSTAT3	Exp9
obs_total_pS3	cond_il6_10_il10_10	60	0.8181564922020393	sigma_pSTAT3	Exp4
obs_total_pS3	cond_il6_10_il10_10	60	0.5054818027264603	sigma_pSTAT3	Exp5
obs_total_pS3	cond_il6_10_il10_10	60	0.6469968387776607	sigma_pSTAT3	Exp6
obs_total_pS3	cond_il6_10_il10_10	60	0.3348565613176734	sigma_pSTAT3	Exp7
obs_total_pS3	cond_il6_10_il10_10	60	0.8600057703114345	sigma_pSTAT3	Exp8
obs_total_pS3	cond_il6_10_il10_10	60	0.17800714954357352	sigma_pSTAT3	Exp9
obs_total_pS3	cond_il6_10_il10_10	90	0.5502463185253716	sigma_pSTAT3	Exp4
obs_total_pS3	cond_il6_10_il10_10	90	0.4533397113607017	sigma_pSTAT3	Exp5
obs_total_pS3	cond_il6_10_il10_10	90	0.44151738672286617	sigma_pSTAT3	Exp6
obs_total_pS3	cond_il6_10_il10_10	90	0.6518568169540723	sigma_pSTAT3	Exp7
obs_total_pS3	cond_il6_10_il10_10	90	0.9767763794646283	sigma_pSTAT3	Exp8
obs_total_pS3	cond_il6_10_il10_10	90	0.007599016673800275	sigma_pSTAT3	Exp9
obs_total_pS3	cond_il6_1_il10_1	0	0.0	sigma_pSTAT3	Exp4
obs_total_pS3	cond_il6_1_il10_1	0	0.0	sigma_pSTAT3	Exp5
obs_total_pS3	cond_il6_1_il10_1	0	0.0	sigma_pSTAT3	Exp6
obs_total_pS3	cond_il6_1_il10_1	0	0.0	sigma_pSTAT3	Exp7
obs_total_pS3	cond_il6_1_il10_1	0	0.0	sigma_pSTAT3	Exp8
obs_total_pS3	cond_il6_1_il10_1	0	0.0	sigma_pSTAT3	Exp9
obs_total_pS3	cond_il6_1_il10_1	10	0.5580262095702638	sigma_pSTAT3	Exp4
obs_total_pS3	cond_il6_1_il10_1	10	0.19560357402614434	sigma_pSTAT3	Exp5
obs_total_pS3	cond_il6_1_il10_1	10	0.1643835616438356	sigma_pSTAT3	Exp6
obs_total_pS3	cond_il6_1_il10_1	10	0.6601711129784924	sigma_pSTAT3	Exp7
obs_total_pS3	cond_il6_1_il10_1	10	0.61091645540076	sigma_pSTAT3	Exp8
obs_total_pS3	cond_il6_1_il10_1	10	0.5070442947380357	sigma_pSTAT3	Exp9
obs_total_pS3	cond_il6_1_il10_1	20	0.8659476770670357	sigma_pSTAT3	Exp4
obs_total_pS3	cond_il6_1_il10_1	20	0.6519096698589817	sigma_pSTAT3	Exp5
obs_total_pS3	cond_il6_1_il10_1	20	0.5079030558482613	sigma_pSTAT3	Exp6
obs_total_pS3	cond_il6_1_il10_1	20	1.0623846090526117	sigma_pSTAT3	Exp7
obs_total_pS3	cond_il6_1_il10_1	20	0.7898545164151815	sigma_pSTAT3	Exp8
obs_total_pS3	cond_il6_1_il10_1	20	0.8306428356122232	sigma_pSTAT3	Exp9
obs_total_pS3	cond_il6_1_il10_1	30	0.9526811319145193	sigma_pSTAT3	Exp7
obs_total_pS3	cond_il6_1_il10_1	30	0.7985674291423572	sigma_pSTAT3	Exp8
obs_total_pS3	cond_il6_1_il10_1	30	0.8485740229633341	sigma_pSTAT3	Exp9
obs_total_pS3	cond_il6_1_il10_1	45	0.2814730239306016	sigma_pSTAT3	Exp7
obs_total_pS3	cond_il6_1_il10_1	45	0.8684866247638201	sigma_pSTAT3	Exp8
obs_total_pS3	cond_il6_1_il10_1	45	0.28475676450453136	sigma_pSTAT3	Exp9
obs_total_pS3	cond_il6_1_il10_1	60	0.5915485021433436	sigma_pSTAT3	Exp4
obs_total_pS3	cond_il6_1_il10_1	60	0.38335313515518	sigma_pSTAT3	Exp5
obs_total_pS3	cond_il6_1_il10_1	60	0.5879873551106428	sigma_pSTAT3	Exp6
obs_total_pS3	cond_il6_1_il10_1	60	0.4713649387147894	sigma_pSTAT3	Exp7
obs_total_pS3	cond_il6_1_il10_1	60	0.7578778147463225	sigma_pSTAT3	Exp8
obs_total_pS3	cond_il6_1_il10_1	60	0.008621176229397834	sigma_pSTAT3	Exp9
obs_total_pS3	cond_il6_1_il10_1	90	0.5298750668070998	sigma_pSTAT3	Exp4
obs_total_pS3	cond_il6_1_il10_1	90	0.30234867348720035	sigma_pSTAT3	Exp5
obs_total_pS3	cond_il6_1_il10_1	90	0.5268703898840885	sigma_pSTAT3	Exp6
obs_total_pS3	cond_il6_1_il10_1	90	0.5346464611297379	sigma_pSTAT3	Exp7
obs_total_pS3	cond_il6_1_il10_1	90	0.7054785485036424	sigma_pSTAT3	Exp8
obs_total_pS3	cond_il6_1_il10_1	90	0.029046705046286352	sigma_pSTAT3	Exp9
